# P	T	V     Verr
2.3  	3000  	20.2  4.10
4.2    	3000	15.8  1.15
7.7  	3000	12.3  1.30
17.6  	3000	10.7  0.50
36.1  	3000	 8.4  0.25
77.6  	3000	 6.3  0.15
6.3  	6000	18.3  2.25
11.2  	6000	15.8  0.95
17.7  	6000	12.6  0.55
30.7  	6000	10.5  0.10
54.5  	6000	 8.4  0.20
106.9  	6000	 6.6  0.15
