20  4678.11158798
23.8938053097  4884.12017167
31.3274336283  5227.46781116
42.5368731563  5682.40343348
55.98820059  6128.75536481
69.9115044248  6515.02145923
84.7787610619  6858.36909871
101.179941003  7184.54935622
121.002949853  7493.56223176
140  7733.9055794
